,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Fatal_(Y/N),Time,Species,original_order,Continent
199,Nov,2016.0,Unprovoked,usa,Hawaii,"Kamaole Beach Park I, Maui",Swim,F,58.0,N,day-morning,Tiger shark,6104.0,North_America
200,Oct,2016.0,Unprovoked,usa,Florida,"Mayport Naval Station Beach, Duval County",Surf,M,41.0,N,afternoon,Unespecific,6103.0,North_America
201,Oct,2016.0,Unprovoked,usa,Florida,Mayport Naval Station  Duval County,Surf,M,42.0,N,afternoon,Unespecific,6102.0,North_America
202,Oct,2016.0,Unprovoked,australia,New South Wales,Broken Head Beach,Surf,M,36.0,N,day-morning,Unespecific,6101.0,Oceania
203,Oct,2016.0,Unprovoked,usa,Hawaii,"Hooipa Beach Park, Maui",Surf,M,36.0,N,afternoon,Tiger shark,6100.0,North_America
204,Oct,2016.0,Unprovoked,australia,Queensland,"Kings Beach, Caloundra",Surf,M,27.32,N,night,Unespecific,6099.0,Oceania
205,Oct,2016.0,Unprovoked,usa,Hawaii,"Charlie Young Beach, Kihei, Maui",Diving,F,66.0,N,day-morning,Unespecific,6098.0,North_America
206,Oct,2016.0,Invalid,mexico,,Guadalupe Island,Diving,M,27.32,,,White shark,6097.0,Central_America
207,Oct,2016.0,Unprovoked,australia,New South Wales,"Sharpes Beach, Ballina",Surf,M,25.0,N,day-morning,Unespecific,6096.0,Oceania
208,Oct,2016.0,Unprovoked,usa,Oregon,"Indian Beach, Ecola State Park, Clatsop County",Surf,M,29.0,N,afternoon,Unespecific,6095.0,North_America
209,Oct,2016.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,M,21.0,N,day-morning,Unespecific,6094.0,North_America
210,Oct,2016.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,M,32.0,N,afternoon,Unespecific,6093.0,North_America
211,Sep,2016.0,Unprovoked,australia,New South Wales,"Lighthouse Beach, Ballina",Surf,M,17.0,N,,White shark,6092.0,Oceania
212,Sep,2016.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,M,16.0,N,afternoon,Unespecific,6091.0,North_America
213,Sep,2016.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,M,36.0,N,day-morning,Unespecific,6090.0,North_America
214,Sep,2016.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,M,43.0,N,day-morning,Unespecific,6089.0,North_America
215,Sep,2016.0,Unprovoked,usa,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surf,M,43.0,N,afternoon,Unespecific,6088.0,North_America
216,Sep,2016.0,Unprovoked,australia,Victoria,Thirteenth Beach,Surf,M,27.32,N,,Unespecific,6087.0,Oceania
217,Sep,2016.0,Unprovoked,australia,Victoria,Bells Beach,Surf,M,27.32,N,,Unespecific,6086.0,Oceania
218,Sep,2016.0,Boat,australia,Western Australia,Bunbury,Fish,M,27.32,N,,Unespecific,6085.0,Oceania
219,Sep,2016.0,Unprovoked,usa,Florida,"Ponte Vedra, St. Johns County",Seashore,M,60.0,N,afternoon,Tiger shark,6084.0,North_America
220,Sep,2016.0,Unprovoked,usa,Hawaii,"Makaha, Oahu",Swim,F,51.0,N,afternoon,Tiger shark,6083.0,North_America
221,Sep,2016.0,Unprovoked,new caledonia,North Province,Koumac,Surf,M,50.0,Y,afternoon,Unespecific,6082.0,Oceania
222,Sep,2016.0,Unprovoked,usa,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",On_boat,F,12.0,N,afternoon,Unespecific,6081.0,North_America
223,Sep,2016.0,Unprovoked,australia,Western Australia,Injidup ,Surf,M,27.32,N,afternoon,Unespecific,6080.0,Oceania
224,Sep,2016.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",On_boat,M,9.0,N,,Unespecific,6079.0,North_America
225,Sep,2016.0,Unprovoked,usa,California,"Refugio State Beach, Santa Barbara County",Fish,M,22.0,N,,White shark,6078.0,North_America
226,Sep,2016.0,Invalid,mexico,,Guadalupe Island,Diving,F,27.32,,,Lemon shark,6077.0,Central_America
227,Aug,2016.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,M,25.0,N,afternoon,Lemon shark,6076.0,North_America
228,Aug,2016.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,M,37.0,N,afternoon,Unespecific,6075.0,North_America
229,Aug,2016.0,Unprovoked,reunion,,Boucan Canot,Surf,M,20.0,N,afternoon,Lemon shark,6074.0,Africa
230,Aug,2016.0,Unprovoked,usa,Florida,"Ponte Vedra, St. Johns County",Seashore,M,49.0,N,afternoon,Unespecific,6073.0,North_America
231,Aug,2016.0,Unprovoked,bahamas,New Providence Island,Nassau,Diving,M,15.0,N,,Unespecific,6072.0,Central_America
232,Aug,2016.0,Unprovoked,usa,Hawaii,Maui,On_boat,M,21.0,N,afternoon,Tiger shark,6071.0,North_America
233,Aug,2016.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,M,22.0,N,,Tiger shark,6070.0,North_America
234,Jul,2016.0,Unprovoked,spain,Alicante Province,Arenales del Sol,Swim,M,40.0,N,day-morning,Lemon shark,6069.0,Unknown
235,Jul,2016.0,Unprovoked,china,Hong Kong,,Swim,M,72.0,N,,Unespecific,6068.0,Unknown
236,Jul,2016.0,Boat,australia,Western Australia,Near Albany,On_boat,M,27.32,N,,White shark,6067.0,Oceania
237,Jul,2016.0,Provoked,usa,Florida,"Florida Keys, Monroe County",Rare_act.,M,43.0,N,,Unespecific,6066.0,North_America
238,Jul,2016.0,Unprovoked,australia,New South Wales,"Sharpes Beach, Ballina",Surf,M,18.0,N,afternoon,Unespecific,6065.0,Oceania
239,Jul,2016.0,Unprovoked,japan,Kochi Prefecture,Irino Beach,Surf,M,29.0,N,night,Unespecific,6064.0,Unknown
240,Jul,2016.0,Unprovoked,australia,Tasmania,Clifton Beach,Surf,M,36.0,N,,Unespecific,6063.0,Oceania
241,Jul,2016.0,Unprovoked,bahamas,Abaco Islands,Green Turtle Cay,Fish,M,27.32,N,,Lemon shark,6062.0,Central_America
242,Jul,2016.0,Provoked,australia,Queensland,"20 k off The Spit, off the Gold Coast",Fish,M,31.0,N,afternoon,Unespecific,6061.0,Oceania
243,Jul,2016.0,Boat,usa,Alabama,8 miles off Mobile,Fish,F,27.32,N,,Tiger shark,6060.0,North_America
244,Jul,2016.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,F,9.0,N,afternoon,Unespecific,6059.0,North_America
245,Jul,2016.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",,F,11.0,N,day-morning,Unespecific,6058.0,North_America
246,Jul,2016.0,Unprovoked,usa,California,"Surfside, Orange County",Surf,M,61.0,N,afternoon,White shark,6057.0,North_America
247,Jul,2016.0,Unprovoked,usa,South Carolina,"North Myrtle Beach, Horry County",Swim,M,27.32,N,,Unespecific,6056.0,North_America
248,Jul,2016.0,Unprovoked,bahamas,,Tiger Beach,Diving,M,27.32,N,,Lemon shark,6055.0,Central_America
249,Jul,2016.0,Unprovoked,spain,Canary Islands,"Las Teresitas, Tenerife",Seashore,F,10.0,N,,Lemon shark,6054.0,Unknown
250,Jul,2016.0,Boat,usa,California,"Capitola, Santa Cruz County",Fish,M,27.32,N,,White shark,6053.0,North_America
251,Jul,2016.0,Provoked,usa,Massachusetts,"Off Gloucester, Essec County",Fish,M,59.0,N,day-morning,Unespecific,6052.0,North_America
252,Jul,2016.0,Boat,usa,California,"Off Palos Verdes peninsula, Los Angeles County",Fish,M,27.32,N,,White shark,6051.0,North_America
253,Jul,2016.0,Unprovoked,usa,Florida,"Melbourne Beach, Brevard County",Swim,F,42.0,N,afternoon,Unespecific,6050.0,North_America
254,Jul,2016.0,Provoked,australia,Queensland,Palm Cove ,Fish,M,34.0,N,night,Tiger shark,6049.0,Oceania
255,Jun,2016.0,Unprovoked,usa,South Carolina,Sullivan's Island,,M,35.0,N,afternoon,Tiger shark,6048.0,North_America
256,Jun,2016.0,Unprovoked,usa,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Surf,M,11.0,N,afternoon,Unespecific,6047.0,North_America
257,Jun,2016.0,Unprovoked,columbia,Isla Provedencia,,Diving,M,59.0,N,day-morning,Unespecific,6046.0,Unknown
258,Jun,2016.0,Unprovoked,south africa,Western Cape Province,Ryspunt,Fish,M,43.0,N,,White shark,6045.0,Africa
259,Jun,2016.0,Unprovoked,usa,South Carolina,"North Myrtle Beach, Horry County",Swim,M,42.0,N,afternoon,Tiger shark,6044.0,North_America
260,Jun,2016.0,Unprovoked,usa,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Seashore,M,27.32,N,afternoon,Unespecific,6043.0,North_America
261,Jun,2016.0,Unprovoked,usa,Hawaii,"Kalapaki Beach, Kauai",Surf,M,27.32,N,day-morning,Tiger shark,6042.0,North_America
262,Jun,2016.0,Provoked,australia,Western Australia,Coral Bay,Fish,M,19.0,N,,Unespecific,6041.0,Oceania
263,Jun,2016.0,Unprovoked,usa,Texas,"Pirates Beach, Galveston",Swim,F,6.0,N,afternoon,Tiger shark,6040.0,North_America
264,Jun,2016.0,Unprovoked,usa,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Seashore,M,19.0,N,afternoon,Unespecific,6039.0,North_America
265,Jun,2016.0,Invalid,usa,South Carolina,"Folly Beach, Charleston County",Surf,M,27.0,,day-morning,Tiger shark,6038.0,North_America
266,Jun,2016.0,Unprovoked,usa,Florida,"Flagler Beach, Flagler County",Swim,M,64.0,N,day-morning,Unespecific,6037.0,North_America
267,Jun,2016.0,Unprovoked,australia,Western Australia,Mindarie,Diving,F,60.0,Y,day-morning,Unespecific,6036.0,Oceania
268,Jun,2016.0,Unprovoked,egypt,Suez,Ain Sokhna,Swim,M,23.0,N,day-morning,Unespecific,6035.0,Unknown
269,Jun,2016.0,Unprovoked,australia,New South Wales,Kingscliff,Fish,M,27.32,,,Lemon shark,6034.0,Oceania
270,Jun,2016.0,Unprovoked,new caledonia,," Côte-Blanche, Nouméa ",Surf,M,27.32,N,afternoon,Unespecific,6033.0,Oceania
271,May,2016.0,Unprovoked,australia,Western Australia,"Falcon Beach, Mandurah",Surf,M,29.0,Y,afternoon,White shark,6032.0,Oceania
272,May,2016.0,Unprovoked,usa,California,"Corona Del Mar, Newport, Orange County",Swim,F,52.0,N,afternoon,Unespecific,6031.0,North_America
273,May,2016.0,Unprovoked,usa,Florida,"Neptune, Duval County",Swim,M,13.0,N,afternoon,Unespecific,6030.0,North_America
274,May,2016.0,Unprovoked,usa,Florida,"Vero Beach, Indian River County",Swim,F,57.0,N,afternoon,Unespecific,6029.0,North_America
275,May,2016.0,Unprovoked,usa,Florida,"St. Petersburg, Pinellas County",Swim,F,22.0,N,night,Tiger shark,6028.0,North_America
276,May,2016.0,Unprovoked,usa,Florida,"Hugenot Beach , Jacksonville, Duval County",Swim,F,11.0,N,afternoon,Unespecific,6027.0,North_America
277,May,2016.0,Unprovoked,usa,Florida,"Ponte Vedra, St. Johns County",Swim,M,48.0,N,day-morning,Tiger shark,6026.0,North_America
278,May,2016.0,Provoked,usa,Florida,"Boca Raton, Palm Beach County",Rare_act.,F,23.0,N,afternoon,Unespecific,6025.0,North_America
279,May,2016.0,Unprovoked,usa,Hawaii,"Wailea Beach, Maui",Swim,M,59.0,N,afternoon,Unespecific,6024.0,North_America
280,May,2016.0,Provoked,new zealand,North Island,Cormandel,Fish,M,39.0,N,afternoon,Unespecific,6023.0,Oceania
281,Apr,2016.0,Unprovoked,indonesia,Bali,Balian,Surf,M,24.0,N,day-morning,Lemon shark,6022.0,Unknown
282,Apr,2016.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,M,15.0,N,afternoon,Unespecific,6021.0,North_America
283,Apr,2016.0,Unprovoked,south africa,Western Cape Province,"Robberg Beach, Plettenberg Bay",Surf,M,27.32,N,day-morning,White shark,6020.0,Africa
284,Apr,2016.0,Unprovoked,australia,New South Wales,"First Sun Beach, Byron Bay",Swim,M,12.0,N,afternoon,Unespecific,6019.0,Oceania
285,Apr,2016.0,Provoked,french polynesia,Tuamotos,Makemo Atoll,Fish,M,22.0,,day-morning,Grey shark,6018.0,Unknown
286,Apr,2016.0,Provoked,french polynesia,Tuamotos,Makemo Atoll,Fish,M,26.0,N,day-morning,Grey shark,6017.0,Unknown
287,Apr,2016.0,Unprovoked,usa,Florida,"Off Singer Island, Palm Beach County",Fish,M,26.0,N,,Lemon shark,6016.0,North_America
288,Apr,2016.0,Unprovoked,new caledonia,Grand Terre,Poe Beach,Seashore,F,69.0,Y,day-morning,Tiger shark,6015.0,Oceania
289,Apr,2016.0,Invalid,cape verde,Boa Vista Island,,,M,60.0,,,Tiger shark,6014.0,Unknown
290,Apr,2016.0,Unprovoked,usa,Florida,"Florida Keys, Monroe County",Fish,M,34.0,N,,Tiger shark,6013.0,North_America
291,Apr,2016.0,Invalid,usa,Florida,"Corners Beach, Jupiter, Palm Beach County",Rare_act.,M,27.32,,,Unespecific,6012.0,North_America
292,Mar,2016.0,Unprovoked,usa,Hawaii,"Olowalu, Maui",Diving,F,46.0,N,day-morning,Unespecific,6011.0,North_America
293,Mar,2016.0,Unprovoked,australia,New South Wales,Bombo Beach,Surf,M,22.0,N,night,Unespecific,6010.0,Oceania
294,Mar,2016.0,Unprovoked,usa,Florida,"Fort Myers Beach, Lee County",,M,27.32,,,Tiger shark,6009.0,North_America
295,Mar,2016.0,Unprovoked,australia,New South Wales,North Cronulla Beach,Surf,M,41.0,N,day-morning,Unespecific,6008.0,Oceania
296,Mar,2016.0,Provoked,bahamas,,,,M,9.0,N,,Tiger shark,6007.0,Central_America
297,Mar,2016.0,Invalid,usa,California,"Bolsa Chica State Park, Orange County",Surf,F,27.32,,day-morning,Tiger shark,6006.0,North_America
298,Mar,2016.0,Unprovoked,usa,Florida,"Vero Beach, St. Lucie County",Surf,M,19.0,N,afternoon,Unespecific,6005.0,North_America
299,Mar,2016.0,Unprovoked,fiji,Vanua Levu,,Diving,M,45.0,Y,afternoon,Unespecific,6004.0,Oceania
300,Mar,2016.0,Unprovoked,usa,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",,M,12.0,N,afternoon,Unespecific,6003.0,North_America
301,Mar,2016.0,Unprovoked,australia,South Australia,Wrights Bay,Fish,M,27.32,N,night,Lemon shark,6002.0,Oceania
302,Mar,2016.0,Unprovoked,brazil,Santa Catarina State,Escalerio Beach Balneário Camboriú,Swim,M,41.0,N,,Tiger shark,6001.0,South_America
303,Feb,2016.0,Unprovoked,new caledonia,South Province,"Ricaudy Reef, Noumea",Surf,M,21.0,N,night,Unespecific,6000.0,Oceania
304,Feb,2016.0,Unprovoked,new caledonia,South Province,Yate,Fish,M,31.0,N,afternoon,Unespecific,5999.0,Oceania
305,Feb,2016.0,Unprovoked,dominican republic,Altagracia Province,"Bavaro Beach, Punta Cana",Seashore,F,27.32,N,afternoon,Unespecific,5998.0,Unknown
306,Feb,2016.0,Invalid,cayman islands,Grand Cayman,Stingray City Bar,Rare_act.,M,65.0,,,Tiger shark,5997.0,Unknown
307,Feb,2016.0,Invalid,australia,Tasmania,Nettley Bay,Surf,M,27.32,,afternoon,Tiger shark,5996.0,Oceania
308,Feb,2016.0,Unprovoked,australia,Queensland,Stradbroke Island,Seashore,F,45.0,N,afternoon,Unespecific,5995.0,Oceania
309,Feb,2016.0,Unprovoked,australia,New South Wales,Hams Beach,Surf,M,40.0,N,afternoon,Unespecific,5994.0,Oceania
310,Feb,2016.0,Unprovoked,brazil,Balneário Camboriú,Estaleirinho beach,Swim,M,41.0,N,,Tiger shark,5993.0,South_America
311,Jan,2016.0,Boat,south africa,KwaZulu-Natal,,Fish,M,27.32,N,,Unespecific,5992.0,Africa
312,Jan,2016.0,Unprovoked,usa,Hawaii,"Hanalei Bay, Kauai",Surf,M,27.32,N,afternoon,Unespecific,5991.0,North_America
313,Jan,2016.0,Unprovoked,usa,Hawaii,"Hanalei Bay, Kauai, ",Surf,F,15.0,N,day-morning,Unespecific,5990.0,North_America
314,Jan,2016.0,Unprovoked,usa,Texas,Off Surfside,Fish,M,27.32,N,day-morning,Lemon shark,5989.0,North_America
315,Jan,2016.0,Boat,united arab emirates,Fujairah Emirate,35 miles off Fujairah,Fish,M,27.32,N,,Unespecific,5988.0,Unknown
316,Jan,2016.0,Unprovoked,usa,Hawaii,"Wailea Beach, Maui",On_boat,M,48.0,N,day-morning,Tiger shark,5987.0,North_America
317,Jan,2016.0,Unprovoked,australia,Queensland,"Happy Valley Beach, Caloundra",Surf,M,27.32,N,,Unespecific,5986.0,Oceania
318,Jan,2016.0,Unprovoked,australia,Queensland,Heron Island,Seashore,M,11.0,N,afternoon,Tiger shark,5985.0,Oceania
319,Jan,2016.0,Unprovoked,australia,Queensland,Miall Island,Fish,M,31.0,N,day-morning,Unespecific,5984.0,Oceania
320,Dec,2015.0,Boat,south africa,KwaZulu-Natal,Westbrook Beach,Fish,M,27.32,N,day-morning,White shark,5983.0,Africa
321,Dec,2015.0,Unprovoked,spain,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",Swim,F,38.0,N,,Lemon shark,5982.0,Unknown
322,Dec,2015.0,Unprovoked,usa,Hawaii,La'aloa Beach Park,On_boat,M,71.0,N,day-morning,Unespecific,5981.0,North_America
323,Dec,2015.0,Unprovoked,australia,New South Wales,Bondi Beach,Surf,M,43.0,N,day-morning,Lemon shark,5980.0,Oceania
324,Dec,2015.0,Unprovoked,brazil,Pernambuco,Fernano de Noronha,Diving,M,32.0,N,,Tiger shark,5979.0,South_America
325,Dec,2015.0,Unprovoked,aruba,,Boat capsized,sea disaster,M,58.0,Y,,Unespecific,5978.0,Unknown
326,Dec,2015.0,Boat,australia,New South Wales,Lake Macquarie,Fish,F,27.32,N,day-morning,White shark,5977.0,Oceania
327,Dec,2015.0,Unprovoked,bahamas,,Off Andros Island,Fish,M,26.0,N,,Lemon shark,5976.0,Central_America
328,Dec,2015.0,Unprovoked,south africa,Eastern Cape Province,Mpande,Swim,F,22.0,N,day-morning,Unespecific,5975.0,Africa
329,Nov,2015.0,Unprovoked,ecuador,Galapagos Islands,"Punta Vicente Roca, Isabella Island",Diving,M,55.0,N,day-morning,Lemon shark,5974.0,Unknown
330,Nov,2015.0,Unprovoked,usa,Florida,"Playalinda Beach, Brevard County",Surf,M,27.32,N,afternoon,Unespecific,5973.0,North_America
331,Nov,2015.0,Unprovoked,usa,Florida,"Palm Beach, Palm Beach County",Swim,F,27.32,N,day-morning,Unespecific,5972.0,North_America
332,Nov,2015.0,Unprovoked,usa,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Surf,M,28.0,N,,Unespecific,5971.0,North_America
333,Nov,2015.0,Unprovoked,australia,New South Wales,East Ballina,Surf,M,20.0,N,night,Tiger shark,5970.0,Oceania
334,Nov,2015.0,Invalid,usa,Florida,"Paradise Beach, Melbourne, Brevard County",Surf,F,9.0,,day-morning,Tiger shark,5969.0,North_America
335,Nov,2015.0,Unprovoked,usa,Hawaii,"Kehena Beach, Hawaii",Swim,M,54.0,N,day-morning,Unespecific,5968.0,North_America
336,Nov,2015.0,Unprovoked,usa,Florida,"Cocoa Beach, Brevard  County",Seashore,F,28.0,N,afternoon,Tiger shark,5967.0,North_America
337,Nov,2015.0,Unprovoked,mozambique,Inhambane Province,Maxixe,Fish,M,19.0,N,night-morning,Unespecific,5966.0,Unknown
338,Oct,2015.0,Unprovoked,australia,Western Australia,Bald Island,Fish,M,50.0,N,,Unespecific,5965.0,Oceania
339,Oct,2015.0,Unprovoked,usa,Hawaii,"Malaka, Oahu",On_boat,M,10.0,N,afternoon,Unespecific,5964.0,North_America
340,Oct,2015.0,Unprovoked,south africa,Western Cape Province,Stil Bay,Surf,M,42.0,N,afternoon,White shark,5963.0,Africa
341,Oct,2015.0,Unprovoked,usa,Florida,"Playalinda Beach, Brevard County",Surf,M,21.0,N,afternoon,Unespecific,5962.0,North_America
342,Oct,2015.0,Unprovoked,usa,Florida,"Deerfield Beach, Broward County",Surf,M,21.0,N,afternoon,Unespecific,5961.0,North_America
343,Oct,2015.0,Unprovoked,mozambique,Inhambane Province,"Nahaduga, Inhambane Bay",Fish,F,35.0,Y,,Unespecific,5960.0,Unknown
344,Oct,2015.0,Invalid,usa,Hawaii,"Waikiki, ",Surf,M,32.0,,night,Tiger shark,5959.0,North_America
345,Oct,2015.0,Unprovoked,usa,Hawaii,"Lanikai Beach, Kailua, Oahu",Swim,M,44.0,N,day-morning,Tiger shark,5958.0,North_America
346,Oct,2015.0,Boat,usa,California,"Off Leffingwell Landing, San Luis Obispo County",Fish,M,27.32,N,day-morning,Unespecific,5957.0,North_America
347,Oct,2015.0,Unprovoked,usa,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",On_boat,F,9.0,N,afternoon,Unespecific,5956.0,North_America
348,Oct,2015.0,Unprovoked,usa,Hawaii,"Leftovers, Oahu",Surf,M,25.0,N,day-morning,Tiger shark,5955.0,North_America
349,Oct,2015.0,Unprovoked,mozambique,Inhambane Province,"Maxixe, Inhambane Bay",Fish,M,27.32,N,,Unespecific,5954.0,Unknown
350,Oct,2015.0,Unprovoked,australia,Western Australia,Pyramids Beach,Surf,M,18.0,N,afternoon,Unespecific,5953.0,Oceania
351,Oct,2015.0,Unprovoked,usa,Florida,"Pepper Park Beach, St. Lucie County",On_boat,M,22.0,N,afternoon,Unespecific,5952.0,North_America
352,Oct,2015.0,Unprovoked,usa,Texas,Galveston,Seashore,M,13.0,N,day-morning,Tiger shark,5951.0,North_America
353,Oct,2015.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,M,14.0,N,day-morning,Tiger shark,5950.0,North_America
354,Sep,2015.0,Unprovoked,usa,Florida,"Vilano Beach, St.  Johns County",Surf,M,22.0,N,afternoon,Tiger shark,5949.0,North_America
355,Sep,2015.0,Unprovoked,australia,Queensland,"Russel Island, Frankland Group",Diving,F,7.0,N,afternoon,Unespecific,5948.0,Oceania
356,Sep,2015.0,Boat,usa,California,"Horseshoe Rock, Santa Barbara County",Fish,M,27.32,N,day-morning,White shark,5947.0,North_America
357,Sep,2015.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,M,14.0,N,afternoon,Lemon shark,5946.0,North_America
358,Sep,2015.0,Unprovoked,usa,Hawaii,"Upolu Point, North Kohala, Big Island",Fish,M,27.0,N,afternoon,Tiger shark,5945.0,North_America
359,Sep,2015.0,Unprovoked,usa,Florida,"Fernandina Beach, Amelia Island, Nassau County",Seashore,M,12.0,N,afternoon,Unespecific,5944.0,North_America
360,Sep,2015.0,Unprovoked,usa,Florida,"Vilano Beach, St.  Johns County",Fish,M,16.0,N,day-morning,Unespecific,5943.0,North_America
361,Sep,2015.0,Boat,usa,California,"Gaviota State Beach, Santa Barbara County",Fish,M,27.32,N,,Unespecific,5942.0,North_America
362,Sep,2015.0,Unprovoked,usa,Florida,"Big Talbot Island, Duval County",Swim,M,27.32,N,night,Unespecific,5941.0,North_America
363,Sep,2015.0,Unprovoked,usa,Florida,"Jacksonville Beach, Duval County",Surf,M,20.0,N,afternoon,Unespecific,5940.0,North_America
364,Sep,2015.0,Unprovoked,australia,New South Wales,North Shelly Beach,Surf,M,42.0,N,day-morning,Unespecific,5939.0,Oceania
365,Sep,2015.0,Unprovoked,usa,California,"El Pescador Beach, Los Angeles County",On_boat,F,50.0,N,afternoon,White shark,5938.0,North_America
366,Sep,2015.0,Provoked,usa,California,"Deer Creek Beach, Ventura County",Fish,M,29.0,N,afternoon,Unespecific,5937.0,North_America
367,Sep,2015.0,Unprovoked,australia,New South Wales,Hallidays Point,Surf,M,62.0,N,day-morning,White shark,5936.0,Oceania
368,Sep,2015.0,Unprovoked,usa,South Carolina,"Myrtle Beach, Horry County",,M,27.32,N,afternoon,Unespecific,5935.0,North_America
369,Sep,2015.0,Unprovoked,thailand,Phuket,Karon Beach,Seashore,F,37.0,N,day-morning,Lemon shark,5934.0,Unknown
370,Sep,2015.0,Unprovoked,fiji,,,Fish,M,27.32,N,,Tiger shark,5933.0,Oceania
371,Aug,2015.0,Unprovoked,usa,California,"Morro Strand State Beach, San Luis Obispo County",Surf,F,54.0,N,day-morning,White shark,5932.0,North_America
